target,monthly_income,time_of_month,savings,guests
2,4025,3,medium,0
2,3547,6,low,0
2,3709,1,low,0
5,9956,30,high,0
2,4945,17,medium,0
4,7418,14,high,0
1,2561,21,low,1
4,6874,25,medium,0
4,7174,2,high,1
1,1126,18,low,0
5,9985,21,high,0
1,1600,27,low,0
3,5776,1,medium,1
1,2689,22,low,0
1,3233,5,low,0
1,3105,23,low,0
5,9404,22,high,0
5,9971,31,high,0
5,8910,15,high,0
1,2919,7,low,0
3,6286,16,medium,0
5,9782,1,high,0
4,7467,18,high,1
1,2696,2,low,0
5,9559,24,high,0
1,1211,1,low,0
3,5224,19,medium,0
3,5542,17,medium,1
1,1180,28,low,0
5,8391,3,high,0
4,7859,8,high,0
1,1718,27,low,0
1,2295,12,low,0
2,3796,8,low,0
2,3702,30,low,0
1,2239,20,low,0
2,4210,10,medium,0
3,5133,3,medium,0
1,1070,31,low,0
5,9694,23,high,0
1,3207,4,low,0
5,9144,3,high,0
5,9278,1,high,0
1,1144,10,low,0
5,8983,14,high,0
1,3215,14,low,0
5,9267,7,high,0
1,3225,27,low,0
2,4725,26,medium,0
1,2499,24,low,0
2,4165,16,medium,0
3,5922,6,medium,0
1,2147,21,low,0
4,7055,19,high,0
2,3731,3,low,0
4,6924,28,medium,0
1,2827,11,low,0
1,2242,27,low,0
2,4730,15,medium,0
1,3201,16,low,1
4,7832,27,high,0
3,5643,18,medium,0
2,4550,2,medium,0
4,8162,8,high,0
5,8595,13,high,0
1,1848,24,low,0
1,2279,19,low,0
1,1414,28,low,0
4,7666,1,high,0
2,3689,12,low,0
5,9546,30,high,0
1,2808,6,low,0
4,7411,20,high,0
1,2399,20,low,0
3,5688,27,medium,0
1,2089,4,low,0
2,3855,4,low,0
2,3908,19,low,0
1,1576,25,low,0
1,2561,24,low,0
1,1831,4,low,0
4,7637,8,high,0
5,9032,27,high,0
5,9835,28,high,1
5,9695,5,high,0
3,5143,7,medium,0
3,5056,29,medium,0
5,8752,15,high,0
1,2875,30,low,1
4,7365,29,high,0
3,6079,14,medium,0
4,7378,22,high,1
1,1047,27,low,0
4,6955,9,medium,0
4,7654,8,high,0
4,8198,17,high,0
2,4769,10,medium,0
4,6961,25,medium,0
3,5503,30,medium,0
1,2416,10,low,0
3,6324,24,medium,0
5,8637,5,high,0
1,2891,27,low,0
4,7952,3,high,0
1,3193,21,low,0
5,8619,1,high,0
1,2691,23,low,0
5,8456,30,high,1
4,7465,25,high,0
1,3202,11,low,0
4,7463,26,high,1
1,1558,5,low,0
2,3511,27,low,0
5,9301,8,high,0
3,5366,22,medium,0
1,2946,31,low,0
3,5874,20,medium,0
4,7108,18,high,1
1,2566,28,low,0
5,8768,13,high,0
5,9446,25,high,0
1,1174,16,low,0
3,5805,27,medium,0
3,6341,10,medium,0
3,6508,19,medium,0
1,1567,14,low,0
2,4215,1,medium,0
1,1266,14,low,0
4,7914,3,high,0
2,4081,12,medium,0
1,2417,25,low,0
2,3810,16,low,0
2,4076,1,medium,1
2,3715,28,low,0
1,1372,1,low,0
3,5052,29,medium,0
1,1800,31,low,0
5,9427,13,high,0
1,1774,6,low,0
5,8713,15,high,0
3,6246,18,medium,0
3,6126,6,medium,0
3,6198,20,medium,1
2,3907,12,low,1
2,4630,3,medium,0
1,2711,11,low,1
5,8500,18,high,0
2,4620,20,medium,0
5,9340,23,high,0
2,4574,17,medium,0
2,4675,12,medium,0
5,8516,6,high,1
4,7918,27,high,0
1,2311,16,low,1
4,7472,22,high,0
1,1593,11,low,0
1,1307,12,low,0
1,2680,8,low,0
3,6083,5,medium,0
5,9576,25,high,0
3,5410,11,medium,0
5,8341,22,high,0
2,4557,9,medium,0
1,3122,7,low,0
2,4180,27,medium,0
5,8867,23,high,1
5,9845,14,high,0
4,7949,1,high,0
5,9458,6,high,0
4,6700,20,medium,0
1,1593,12,low,0
5,9570,23,high,1
3,5862,31,medium,0
5,9560,17,high,0
3,6620,28,medium,1
4,7423,2,high,1
1,2122,29,low,0
3,6477,13,medium,0
5,8344,19,high,0
1,2743,20,low,0
1,2913,14,low,0
1,3311,21,low,0
3,5556,23,medium,0
1,1065,2,low,0
5,9324,3,high,0
4,7826,26,high,0
1,1355,19,low,0
4,8062,9,high,0
5,8534,21,high,1
2,4839,29,medium,0
3,6105,30,medium,0
5,8737,19,high,0
2,4589,9,medium,0
5,9894,16,high,0
3,5728,24,medium,0
2,4942,20,medium,0
2,3754,13,low,0
3,6124,12,medium,0
2,4467,11,medium,0
5,9421,3,high,0
2,4786,20,medium,0
3,6634,2,medium,0
1,2978,27,low,0
1,1890,5,low,0
1,2733,29,low,0
4,7409,12,high,0
5,9796,27,high,0
4,6678,17,medium,0
2,4069,16,medium,0
3,6585,4,medium,1
1,1747,10,low,0
3,5354,9,medium,0
3,5634,29,medium,0
5,9701,23,high,0
5,8339,31,high,0
4,7528,9,high,0
1,1187,27,low,0
4,8323,21,high,0
2,4414,31,medium,0
2,3979,22,low,0
5,9939,22,high,1
4,7105,23,high,0
2,3377,14,low,0
1,1317,5,low,0
1,1129,23,low,1
3,5007,15,medium,0
2,3885,17,low,0
2,3592,10,low,0
5,9539,7,high,0
2,4127,23,medium,0
4,7337,25,high,0
3,6528,11,medium,0
3,6653,6,medium,0
2,3813,28,low,0
4,7095,30,high,1
3,6048,23,medium,0
2,4733,28,medium,0
1,1922,13,low,0
3,5554,4,medium,0
1,3288,5,low,0
1,1848,6,low,1
4,6818,20,medium,0
4,7286,28,high,0
2,3660,23,low,0
3,6473,14,medium,0
5,9148,1,high,0
2,4095,11,medium,0
5,9090,13,high,0
1,3142,17,low,0
5,9107,15,high,0
3,5094,24,medium,0
3,6035,21,medium,0
1,2453,8,low,1
1,1335,15,low,0
3,6503,21,medium,0
3,6101,7,medium,0
4,7104,30,high,0
5,8692,17,high,0
3,5939,22,medium,0
4,6825,14,medium,0
2,3472,12,low,0
2,3971,27,low,0
1,1709,21,low,0
4,7394,20,high,0
2,4376,4,medium,0
3,5890,25,medium,0
5,8536,28,high,0
3,6635,4,medium,1
3,5821,13,medium,0
4,8304,3,high,0
4,7846,1,high,0
1,2143,31,low,0
1,2823,28,low,0
4,7158,28,high,0
1,3305,3,low,0
2,4600,18,medium,0
2,3865,29,low,1
3,6591,31,medium,0
4,7460,13,high,0
2,4628,6,medium,0
5,8402,3,high,0
1,2045,1,low,0
3,5916,11,medium,0
4,8116,28,high,0
5,9105,25,high,1
4,8083,1,high,1
3,5686,10,medium,0
1,1226,8,low,0
5,8506,31,high,0
5,8349,15,high,0
1,2831,16,low,0
3,6020,7,medium,0
4,6995,16,medium,0
5,9344,7,high,1
5,8487,30,high,0
1,3120,30,low,0
1,1709,29,low,0
5,8832,22,high,0
3,5277,10,medium,0
1,1571,27,low,0
3,5245,29,medium,0
1,1089,9,low,0
1,1730,16,low,0
5,9339,21,high,0
4,8085,30,high,0
3,5614,10,medium,0
3,5707,28,medium,0
2,4422,18,medium,0
3,5379,18,medium,0
5,9677,16,high,0
2,4861,5,medium,0
1,1524,12,low,0
4,7313,27,high,1
4,7723,4,high,0
5,8739,19,high,0
4,6669,25,medium,1
5,9920,21,high,0
1,3168,31,low,0
1,3162,7,low,1
5,9082,22,high,0
3,5606,31,medium,0
3,5294,26,medium,0
5,9823,30,high,0
3,6015,7,medium,0
4,7339,16,high,0
4,8067,31,high,0
2,3359,29,low,0
3,5765,29,medium,0
4,7128,5,high,1
5,8854,18,high,0
2,4107,14,medium,0
1,3080,26,low,0
4,7906,6,high,0
4,6904,26,medium,0
3,5701,16,medium,0
1,3093,2,low,0
1,1832,1,low,0
4,8210,9,high,0
4,8328,20,high,1
3,5970,23,medium,0
4,7305,3,high,0
2,3918,26,low,1
2,4278,10,medium,0
3,6180,20,medium,0
2,3894,13,low,0
4,7318,2,high,0
1,3081,7,low,0
2,4299,8,medium,0
1,1921,1,low,0
2,4473,10,medium,0
3,5714,20,medium,0
3,5373,11,medium,0
5,8744,14,high,0
3,5008,3,medium,0
1,1986,30,low,1
1,1108,24,low,0
5,8686,27,high,0
1,2855,5,low,1
5,9860,25,high,0
1,2775,23,low,1
1,1064,1,low,0
5,9263,2,high,0
3,5046,16,medium,0
1,2219,22,low,1
1,1186,5,low,0
5,8542,10,high,0
1,1439,13,low,0
3,6002,24,medium,0
1,2648,15,low,1
3,6559,17,medium,0
3,5103,21,medium,0
2,4820,23,medium,1
4,7918,27,high,0
3,5906,21,medium,0
5,8346,16,high,0
4,7835,8,high,0
3,6585,30,medium,0
4,6936,13,medium,0
5,9453,4,high,0
2,4711,19,medium,0
4,7944,23,high,1
2,4659,26,medium,0
1,1081,5,low,0
3,5843,28,medium,0
5,9862,18,high,0
1,2407,19,low,0
3,5884,30,medium,0
1,1027,22,low,0
1,2758,3,low,0
2,3367,26,low,0
3,5393,30,medium,0
4,8218,18,high,0
2,3757,30,low,0
1,1075,15,low,0
3,6434,31,medium,0
3,6463,3,medium,0
3,5488,22,medium,0
2,4918,15,medium,0
3,5517,7,medium,0
4,7500,10,high,0
1,3081,16,low,0
4,7861,15,high,0
2,3851,9,low,0
5,8561,19,high,0
1,2303,8,low,0
1,2208,26,low,0
2,4381,21,medium,0
4,7634,12,high,0
4,7821,10,high,0
1,2625,4,low,0
5,9716,11,high,0
4,7097,2,high,0
4,7329,19,high,0
5,8666,21,high,0
5,9430,10,high,1
4,7025,5,high,0
4,7464,24,high,0
5,9594,10,high,0
5,9474,16,high,0
3,5272,15,medium,0
3,5642,13,medium,1
4,7597,31,high,0
1,1028,13,low,0
4,7304,8,high,0
5,9311,29,high,0
3,5855,20,medium,0
2,4331,29,medium,1
4,7042,23,high,0
4,7903,4,high,0
5,8454,1,high,0
1,1518,29,low,0
3,5746,14,medium,0
4,7782,13,high,0
1,2289,24,low,0
5,9870,28,high,0
4,7852,13,high,0
5,8803,16,high,0
3,6290,17,medium,0
1,1406,23,low,0
1,2755,30,low,0
2,4860,1,medium,0
1,1824,13,low,0
3,6148,12,medium,0
4,6972,12,medium,0
3,6285,5,medium,0
4,8225,23,high,0
4,6684,18,medium,0
2,4028,20,medium,0
5,8498,17,high,0
5,9636,1,high,0
1,1184,13,low,1
1,1543,31,low,0
2,3759,30,low,0
2,3675,2,low,0
4,7995,10,high,0
2,4417,31,medium,0
5,9632,7,high,0
4,7627,14,high,0
2,4546,21,medium,0
4,8085,3,high,0
1,1177,28,low,0
3,6608,12,medium,0
2,4542,16,medium,0
2,4003,4,medium,0
3,5209,23,medium,0
1,2743,22,low,0
3,6654,16,medium,0
2,4887,16,medium,0
1,2134,24,low,0
1,1762,21,low,0
3,6367,18,medium,0
3,5900,6,medium,0
2,4099,12,medium,0
1,1276,28,low,0
3,6358,27,medium,0
3,6269,7,medium,0
4,7752,6,high,0
3,5077,9,medium,0
1,2932,11,low,0
1,1231,25,low,0
2,4835,30,medium,1
2,4749,20,medium,0
4,7193,30,high,0
1,2997,27,low,0
4,6970,5,medium,0
5,9806,17,high,0
4,7409,12,high,0
1,2041,28,low,0
1,1238,16,low,0
1,2100,7,low,0
1,2165,13,low,0
1,2755,3,low,0
5,8676,7,high,0
1,1916,4,low,1
3,5173,6,medium,0
3,5363,12,medium,0
3,5477,30,medium,0
3,6547,13,medium,0
4,7065,22,high,0
1,3279,19,low,0
5,9413,13,high,0
2,3762,31,low,0
4,7815,20,high,0
4,8042,11,high,0
2,3392,14,low,0
4,7319,22,high,0
1,1940,11,low,0
4,7351,22,high,0
4,7007,11,high,0
5,8993,4,high,0
1,1900,14,low,0
1,1664,21,low,0
3,5171,9,medium,0
5,9324,21,high,0
2,3574,13,low,0
4,7440,21,high,0
1,1198,24,low,0
2,4327,14,medium,0
3,6525,3,medium,0
2,3547,20,low,0
4,6883,23,medium,0
3,6122,4,medium,0
1,1964,29,low,0
3,5874,10,medium,0
1,2197,26,low,1
4,7915,22,high,0
4,7789,12,high,0
5,9459,12,high,0
2,3819,22,low,0
5,8846,9,high,0
1,1519,9,low,0
2,3734,29,low,0
5,8541,20,high,1
4,7377,31,high,0
5,9993,29,high,0
3,6560,30,medium,0
5,9150,25,high,0
5,9909,17,high,0
2,4313,29,medium,0
5,9410,14,high,0
2,3796,23,low,0
3,6263,31,medium,0
2,4970,5,medium,0
4,7748,4,high,0
4,7671,27,high,0
1,2795,17,low,0
1,1327,31,low,0
4,7936,15,high,0
3,5462,30,medium,0
5,9736,14,high,0
2,3893,6,low,0
2,4788,27,medium,0
4,7614,22,high,0
2,4903,4,medium,0
1,2339,12,low,0
4,6831,7,medium,0
1,2608,7,low,0
4,7861,17,high,0
1,1130,12,low,0
1,1951,7,low,0
1,2624,18,low,0
3,5645,23,medium,1
1,2822,16,low,0
1,1287,21,low,0
3,5967,8,medium,0
1,2117,11,low,0
1,2003,23,low,0
2,3950,31,low,0
1,2197,11,low,0
1,2928,27,low,0
5,9404,3,high,0
2,3994,11,low,1
2,3751,27,low,0
3,6589,7,medium,1
2,4531,10,medium,0
1,2619,29,low,0
2,3353,16,low,0
1,3045,19,low,0
5,9585,12,high,0
3,5589,10,medium,0
1,2547,19,low,0
1,2259,13,low,0
4,6908,17,medium,0
4,6870,18,medium,0
5,8361,25,high,0
1,1359,3,low,0
1,1733,5,low,0
2,3646,15,low,0
2,3826,9,low,0
4,7586,28,high,0
1,1023,18,low,0
1,1392,27,low,0
1,3101,22,low,0
1,2870,27,low,0
4,7479,11,high,0
2,4829,10,medium,0
5,9828,13,high,0
5,8535,30,high,0
5,9915,7,high,0
1,1861,23,low,0
1,1586,22,low,0
2,4656,26,medium,0
1,2904,8,low,0
4,8074,28,high,0
3,5758,20,medium,1
4,7495,6,high,0
3,6098,23,medium,0
2,3770,30,low,0
3,5082,27,medium,0
4,6867,16,medium,0
5,8985,15,high,0
3,5454,25,medium,0
2,4413,3,medium,0
3,5417,27,medium,0
3,5730,10,medium,1
4,7344,29,high,0
5,9881,18,high,0
3,6052,21,medium,0
3,5351,31,medium,0
1,2333,1,low,0
5,8653,28,high,0
3,5113,24,medium,0
5,8773,21,high,0
2,4117,6,medium,0
2,4628,18,medium,0
5,8749,10,high,0
5,9857,3,high,0
1,1804,11,low,0
5,9704,22,high,0
3,5922,31,medium,0
1,2268,18,low,0
1,2747,5,low,0
2,3356,13,low,0
3,6380,31,medium,0
2,4438,17,medium,0
2,4722,7,medium,0
1,2105,25,low,0
4,6877,27,medium,0
5,9766,11,high,0
5,9534,25,high,0
2,4621,11,medium,0
1,2487,28,low,0
3,6470,9,medium,0
3,6437,29,medium,0
3,5020,22,medium,0
5,8918,8,high,0
2,3998,28,low,0
1,2943,11,low,0
1,1275,17,low,0
1,2896,26,low,0
4,7851,25,high,0
1,1559,13,low,0
3,5145,23,medium,0
4,7316,26,high,0
2,4589,19,medium,0
4,8171,18,high,0
2,3422,3,low,0
4,8309,30,high,0
5,9187,28,high,0
1,3138,9,low,0
4,8139,31,high,1
4,7318,19,high,0
4,7960,8,high,0
1,2754,28,low,0
2,4409,29,medium,0
5,9256,14,high,0
2,3633,14,low,0
2,4243,4,medium,0
3,5795,11,medium,0
1,1456,5,low,0
4,8252,4,high,0
2,4056,3,medium,0
5,9857,22,high,0
1,2286,7,low,1
1,2198,22,low,0
5,9191,6,high,0
3,5056,3,medium,0
2,4318,24,medium,0
1,2504,10,low,0
5,8380,5,high,0
5,8677,4,high,0
5,9100,24,high,0
5,8447,4,high,0
1,3318,5,low,0
1,2267,16,low,0
3,6526,23,medium,0
1,2725,16,low,0
2,4985,22,medium,0
1,1959,28,low,0
2,3709,8,low,0
2,3412,7,low,0
1,1521,14,low,0
2,3677,15,low,0
4,7024,2,high,0
1,1156,6,low,0
5,9199,18,high,0
2,3855,15,low,0
5,9002,6,high,0
4,8015,30,high,0
3,6527,3,medium,0
2,4076,1,medium,0
3,5629,31,medium,1
3,5883,28,medium,0
2,4676,9,medium,0
2,4071,17,medium,0
1,3244,19,low,0
5,9375,31,high,0
1,2513,30,low,0
4,7760,6,high,0
1,1587,3,low,0
3,5445,20,medium,0
3,5618,8,medium,0
1,3290,14,low,0
5,9279,18,high,0
1,1953,1,low,1
5,8440,19,high,0
5,8861,31,high,0
5,8946,29,high,0
4,7909,4,high,0
4,7121,26,high,0
2,4786,19,medium,0
5,9955,26,high,0
1,3084,11,low,0
5,9284,20,high,0
2,3345,15,low,0
2,3864,9,low,0
2,3699,14,low,0
5,9934,14,high,0
2,3546,11,low,0
4,6745,13,medium,0
4,6847,21,medium,0
3,5353,27,medium,0
3,5401,26,medium,0
5,9828,14,high,0
4,7132,24,high,0
5,9561,10,high,0
2,4101,26,medium,0
1,1203,24,low,0
1,2523,2,low,0
4,6780,1,medium,0
1,3026,23,low,0
3,5904,18,medium,0
2,4329,10,medium,0
5,8865,25,high,0
1,1336,18,low,0
3,5511,10,medium,1
2,4940,25,medium,0
1,1438,28,low,1
1,1896,27,low,0
4,7827,24,high,0
3,6558,25,medium,0
4,8207,16,high,0
3,6006,16,medium,0
5,8951,27,high,0
2,4348,15,medium,0
5,9994,14,high,0
4,7690,4,high,0
1,2416,16,low,0
4,7340,14,high,0
3,5320,26,medium,0
5,9587,4,high,1
5,9933,31,high,0
1,1065,8,low,0
4,8167,15,high,0
1,2814,16,low,1
3,5373,20,medium,1
5,9195,20,high,0
5,9458,12,high,0
2,3673,13,low,0
2,3469,4,low,0
4,7015,6,high,0
2,4203,1,medium,0
1,1650,18,low,0
2,4130,5,medium,0
1,2292,25,low,0
4,8119,3,high,0
4,7450,29,high,0
2,4983,31,medium,0
3,5019,26,medium,0
3,5221,7,medium,0
3,5288,13,medium,0
3,6509,9,medium,0
2,4808,17,medium,0
3,6602,5,medium,1
3,6482,30,medium,0
4,7624,22,high,0
1,3139,31,low,0
4,7565,13,high,0
5,9094,14,high,0
1,1104,2,low,0
4,8080,21,high,0
5,9930,26,high,0
4,8276,27,high,0
5,8969,17,high,0
1,2751,6,low,0
2,3826,24,low,0
1,2341,28,low,0
4,7249,17,high,1
2,4526,26,medium,0
5,8999,11,high,0
2,3815,19,low,0
2,4661,8,medium,0
1,1825,12,low,0
3,5896,2,medium,1
4,7576,2,high,0
2,4613,29,medium,0
5,8760,19,high,0
1,1201,11,low,0
5,9987,14,high,0
2,3552,28,low,0
3,5209,26,medium,1
5,9838,31,high,0
3,5437,25,medium,0
1,1899,2,low,1
2,4266,4,medium,0
3,5739,11,medium,0
3,5309,25,medium,0
2,4753,15,medium,0
2,3965,30,low,0
2,3671,5,low,1
4,6836,14,medium,0
2,4959,14,medium,0
4,8211,16,high,0
2,4219,5,medium,0
5,9083,30,high,0
1,2120,6,low,0
3,6161,9,medium,0
1,2628,15,low,0
3,5383,31,medium,0
1,2016,18,low,0
3,6420,7,medium,0
4,7749,26,high,0
3,6351,19,medium,0
3,5271,26,medium,1
5,8447,18,high,0
2,4128,18,medium,0
3,6008,3,medium,1
1,1193,21,low,0
1,3026,26,low,0
5,8910,17,high,0
3,5241,18,medium,0
2,3786,20,low,0
3,6263,26,medium,0
1,2541,7,low,0
1,1279,10,low,0
2,3795,29,low,0
3,6585,4,medium,0
4,7774,9,high,0
1,1710,21,low,0
1,1453,30,low,0
1,2524,4,low,0
1,1343,29,low,0
4,8270,18,high,0
5,8924,22,high,0
2,4061,13,medium,0
4,7025,6,high,0
1,1067,12,low,0
3,6343,16,medium,0
5,9279,7,high,0
2,4669,3,medium,0
4,7051,3,high,0
4,7901,12,high,0
4,7523,20,high,0
4,7706,12,high,0
1,1031,28,low,1
2,3699,27,low,0
2,4941,13,medium,0
5,8447,25,high,0
2,3435,6,low,0
3,6209,2,medium,0
4,8283,11,high,0
2,3760,10,low,0
1,1832,9,low,0
2,4810,5,medium,0
4,7780,2,high,0
3,5480,21,medium,0
5,8592,28,high,0
1,2928,8,low,0
4,7537,26,high,0
1,1816,22,low,0
5,9034,28,high,0
2,3475,22,low,0
3,5695,12,medium,0
5,8472,10,high,1
4,7254,13,high,1
3,5739,17,medium,0
4,7178,26,high,0
5,9922,22,high,0
3,6450,16,medium,0
5,9805,11,high,0
3,6555,12,medium,0
1,1834,4,low,0
3,5672,21,medium,0
1,1078,7,low,0
4,6708,26,medium,1
2,4393,5,medium,1
5,9586,3,high,0
3,5474,10,medium,0
1,1188,1,low,0
2,4648,14,medium,1
2,3398,30,low,0
5,9508,11,high,0
4,6783,14,medium,0
3,6038,30,medium,0
3,6136,31,medium,0
1,2054,9,low,1
1,2601,14,low,0
1,1894,24,low,0
1,1091,14,low,0
1,3034,24,low,0
5,9336,27,high,0
5,9169,14,high,0
4,8255,11,high,0
5,9172,20,high,0
5,8964,4,high,0
1,1381,5,low,0
5,9533,25,high,0
1,3037,8,low,0
5,9843,29,high,0
3,6606,21,medium,0
1,1757,8,low,0
2,3433,24,low,0
2,3974,30,low,0
5,9029,11,high,0
5,8894,5,high,0
4,7757,30,high,0
1,2156,27,low,0
3,6290,3,medium,0
4,7394,12,high,0
1,2910,13,low,1
2,4162,20,medium,0
5,9280,8,high,0
5,9316,7,high,0
5,8385,24,high,0
5,8615,31,high,0
5,9847,28,high,0
1,2552,21,low,0
4,7585,22,high,1
2,3984,27,low,0
2,4892,22,medium,0
2,3761,19,low,0
1,2325,20,low,0
2,4806,11,medium,0
3,6310,19,medium,0
3,5880,5,medium,0
1,2171,13,low,0
2,3723,30,low,0
2,4016,11,medium,0
2,4378,8,medium,0
5,8355,13,high,0
2,3826,29,low,0
5,8825,16,high,0
3,6134,17,medium,0
5,9478,30,high,0
3,5158,13,medium,1
2,4405,25,medium,0
4,7405,9,high,1
3,5148,17,medium,0
5,9001,26,high,0
4,7826,6,high,0
5,9543,14,high,0
5,8553,13,high,0
5,9331,26,high,0
4,8054,13,high,0
4,6782,23,medium,0
3,5452,17,medium,1
1,1405,3,low,0
3,5102,29,medium,0
1,2730,18,low,0
2,3899,27,low,0
1,1173,23,low,0
2,3440,25,low,0
2,3744,7,low,0
3,6596,2,medium,1
5,8349,22,high,0
1,3291,13,low,0
1,2650,20,low,0
1,1374,10,low,0
4,6802,29,medium,0
1,1632,20,low,0
1,2480,3,low,0
5,9100,13,high,0
1,2479,13,low,0
5,8371,17,high,0
1,1815,7,low,0
3,6001,30,medium,0
3,5342,1,medium,1
1,2723,12,low,0
1,3199,19,low,0
4,7586,27,high,0
3,5706,9,medium,0
5,9471,17,high,0
5,9846,20,high,0
2,4613,8,medium,0
4,6996,12,medium,0
1,1579,11,low,0
4,7550,4,high,0
3,5623,18,medium,0
5,9144,19,high,0
4,7827,11,high,0
4,6668,23,medium,0
4,8310,16,high,0
3,6105,4,medium,0
5,8374,8,high,0
3,5979,20,medium,0
1,2307,16,low,0
4,7236,10,high,0
4,8013,9,high,0
3,6308,22,medium,1
5,9290,14,high,0
3,5503,9,medium,1
1,3281,25,low,0
5,9460,20,high,0
4,7381,1,high,0
2,3913,20,low,0
1,3320,20,low,0
1,2891,2,low,0
1,3082,18,low,0
5,9341,17,high,1
1,1343,29,low,0
5,8379,11,high,0
5,9519,15,high,1
5,9592,31,high,1
5,9505,23,high,0
3,5703,6,medium,0
5,9520,16,high,0
3,6490,3,medium,1
2,4467,12,medium,0
5,9113,14,high,0
4,7306,1,high,0
3,6061,8,medium,0
4,6945,15,medium,1
1,1104,15,low,1
1,1188,5,low,0
1,3283,10,low,0
3,5996,10,medium,0
1,1319,9,low,0
5,8607,16,high,1
1,2528,9,low,0
5,9386,8,high,0
4,7952,9,high,0
3,5275,31,medium,0
3,5610,12,medium,0
2,3356,24,low,0
1,2728,21,low,0
1,1605,9,low,1
1,2794,22,low,0
1,3127,11,low,0
3,6495,1,medium,0
5,8789,3,high,0
4,8195,24,high,0
2,4715,17,medium,0
3,5447,23,medium,0
4,6902,17,medium,1
4,8112,5,high,0
5,8419,14,high,0
2,4325,4,medium,0
5,9494,29,high,0
2,4174,6,medium,1
1,1465,8,low,0
3,5602,12,medium,0
1,1832,25,low,0
5,9335,11,high,0
1,1148,19,low,0
4,7848,21,high,0
1,1692,19,low,0
2,4604,1,medium,0
3,5537,11,medium,0
2,3839,14,low,0
1,1763,6,low,0
2,4731,8,medium,0
1,1656,6,low,0
5,8942,10,high,0
1,2977,1,low,0
1,2260,31,low,0
2,3966,29,low,0
5,9807,3,high,0
1,1854,2,low,0
1,2498,25,low,0
1,3238,30,low,0
2,4230,13,medium,0
3,5406,3,medium,0
3,6102,29,medium,0
1,2890,17,low,0
3,6414,20,medium,0
2,4816,23,medium,0
1,2365,11,low,0
2,3654,7,low,0
1,2547,18,low,0
3,6107,6,medium,0
3,5208,3,medium,0
1,2699,26,low,0
4,7416,11,high,1
1,1770,9,low,0
5,9897,30,high,0
3,6149,9,medium,0
5,8416,28,high,0
2,3608,24,low,0
3,6611,22,medium,0
2,4735,13,medium,0
1,2502,13,low,0
4,7994,29,high,0
1,1880,19,low,0
3,5678,9,medium,0
3,5941,28,medium,0
5,9938,8,high,0
3,5493,25,medium,0
4,8211,2,high,0
3,5715,22,medium,1
2,4984,23,medium,0
2,4009,23,medium,0
2,4795,13,medium,0
3,5176,2,medium,0
3,5669,3,medium,1
5,9204,6,high,0
2,4364,17,medium,0
4,6810,3,medium,0
5,8781,28,high,0
3,6143,16,medium,1
1,1152,20,low,0
1,3226,1,low,0
4,7697,30,high,0
4,6781,25,medium,0
1,2236,19,low,0
5,9907,24,high,0
2,4843,15,medium,0
4,7445,3,high,0
1,1235,31,low,0
3,5041,13,medium,0
3,5411,13,medium,0
5,8647,27,high,1
4,7470,9,high,1
1,2376,17,low,1
4,6759,26,medium,0
2,3708,2,low,0
2,4275,11,medium,0
3,6162,6,medium,0
3,5462,30,medium,0
3,5327,25,medium,0
3,6274,9,medium,0
1,1965,23,low,0
5,9912,17,high,0
1,2713,14,low,0
4,7095,27,high,0
5,8511,17,high,0
2,3635,4,low,0
4,7250,4,high,0
2,3904,22,low,0
4,7000,25,high,0
3,5730,1,medium,0
1,3134,21,low,0
2,3527,28,low,0
4,6902,12,medium,0
5,8360,15,high,0
5,9992,25,high,0
3,5541,7,medium,0
1,2394,10,low,0
1,1610,17,low,0
5,8975,30,high,0
3,6657,2,medium,0
2,4969,14,medium,0
3,6088,29,medium,0
5,8519,21,high,0
2,3947,9,low,0
4,7235,23,high,0
1,1018,22,low,0
4,6703,11,medium,0
1,2512,17,low,0
3,5838,23,medium,0
2,3385,1,low,0
1,2856,4,low,0
4,7924,17,high,0
2,3613,27,low,0
1,1035,26,low,0
3,5519,17,medium,0
5,8885,19,high,0
5,8355,23,high,0
2,4246,11,medium,0
2,4934,1,medium,0
4,7641,25,high,0
4,7208,12,high,0
4,7646,8,high,0
1,2021,31,low,0
1,1278,31,low,0
1,2087,18,low,0
1,2555,19,low,0
2,3622,13,low,0
1,1869,5,low,0
2,3545,22,low,0
5,8602,12,high,0
1,2191,19,low,0
1,2423,7,low,0
3,6011,8,medium,0
1,2326,29,low,0
2,3970,5,low,0
1,3277,24,low,0
5,8858,18,high,0
2,3541,23,low,1
1,1750,8,low,0
2,4038,26,medium,0
1,1377,7,low,0
5,9636,17,high,0
1,1551,7,low,0
3,5043,18,medium,0
1,2290,6,low,0
2,4773,25,medium,0
5,9357,6,high,1
4,6935,8,medium,0
5,9172,23,high,0
3,5992,22,medium,0
3,6192,6,medium,0
1,2206,22,low,0
1,3206,16,low,0
1,2555,20,low,0
4,6878,9,medium,0
1,3092,27,low,0
4,6880,19,medium,0
1,1145,19,low,0
3,5007,30,medium,0
1,3081,3,low,0
5,9127,23,high,0
1,2052,29,low,1
1,2659,3,low,1
1,1473,31,low,0
5,8897,5,high,0
2,3917,2,low,0
5,9864,7,high,0
3,5679,29,medium,0
2,4582,12,medium,0
3,5801,2,medium,0
3,5550,22,medium,0
2,4641,10,medium,0
4,7813,27,high,0
5,8965,17,high,0
